Referencia        CodPro Descricao do Produto            001 Estoque DISPONIVEL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
M601946           000349 TRAVA DO ROLO P JV5                                          3,000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
M009483           000678 TUBO DE CONEXÃO CARTUCHO BULK                                7,000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
1033482           000927 TUBO JV33                                                   14,000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
M008120           000910 TUBULAÇÃO BKT                                                1,000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
M801930           000959 TUBULAÇÃO JV33 - METRO LINEAR                               11,500                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
M007209           000737 UD CAM ASSY                                                  1,000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
E103711           000359 USB BOARD JV5                                                1,000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
E107258           000781 VALVE ASSY                                                   6,000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
1320236           001465 VINIL LOUSA NEKOOSA CHALKTALK                               43,584                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
001125            001125 VINIL ORACAL 6510 029 YELLOW -                              94,500                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
001398            001398 VINIL ORACAL 6510 037 ORANGE F                              63,000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
001505            001505 VINIL ORACAL 6510 038 RED ORAN                              50,400                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
001075            001075 VINIL ORACAL 6510 039 RED - 1,                              31,500                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
001399            001399 VINIL ORACAL 6510 046 PINK FLU                              37,800                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
001392            001392 VINIL ORACAL 6510 069 GREEN FL                              37,800                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
001504            001504 VINIL ORACAL 6510 357 ORANGE R                              63,000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0000    000057 VINIL ORACAL 651G - 000                                    163,800                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0010    000003 VINIL ORACAL 651G - 010                                    831,600                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
